,variant,respondent,task,screen,designId,width,height,x,y,order,id,first,last
136,interactive,2,3,BEGIN-3,258557,420,180,155.4999999999999,106.00000000000004,171013,59,True,False
137,interactive,2,3,BEGIN-3,258557,420,180,156.50000000000017,109.99999999999996,171014,60,False,True
138,interactive,2,3,HOME,258588,1920,2702,936.9999999999994,491.0000000000005,171015,61,True,False
139,interactive,2,3,SALES-2,258585,1920,1762,1154.5263061523424,84.00000000000028,171016,62,True,False
140,interactive,2,3,SALES-2,258585,1920,1762,1501.526306152343,84.00000000000028,171017,63,False,True
141,interactive,2,3,LOGIN,258581,1920,1860,980.0000000000006,404.00000000000034,171018,64,True,False
142,interactive,2,3,LOGIN,258581,1920,1860,945.9999999999994,414.9999999999992,171019,65,False,False
143,interactive,2,3,LOGIN,258581,1920,1860,847.4553515911103,417.0000000000005,171020,66,False,False
144,interactive,2,3,LOGIN,258581,1920,1860,872.0000000000007,471.99999999999983,171021,67,False,False
145,interactive,2,3,LOGIN,258581,1920,1860,1074.0,546.9999999999993,171022,68,False,True
146,interactive,2,3,HOME,258588,1920,2702,1548.0,89.0000000000001,171023,69,False,True
147,interactive,2,3,PROFILE/OVERVIEW,258569,1920,1832,435.0,353.00000000000057,171024,70,True,False
148,interactive,2,3,PROFILE/PURCHASES,258568,1920,1832,1026.0,571.6666564941414,171025,71,True,False
149,interactive,2,3,TSHIRT,258582,1920,2428,1547.000000000001,88.0000000000012,171026,72,True,True
150,interactive,2,3,PROFILE/OVERVIEW,258569,1920,1832,723.9999999999993,345.66665649413994,171027,73,False,True
151,interactive,2,3,PROFILE/REFUNDS,258564,1920,1832,825.0,354.66665649414074,171028,74,True,True
152,interactive,2,3,PROFILE/RETURS,258565,1920,1832,1536.999999999999,443.66665649414114,171029,75,True,False
153,interactive,2,3,POPUP-COMPLAINT,258563,512,353,167.0,249.5,171030,76,True,False
154,interactive,2,3,POPUP-COMPLAINT,258563,512,353,397.0,261.49999999999983,171031,77,False,False
155,interactive,2,3,POPUP-COMPLAINT,258563,512,353,410.0,251.49999999999983,171032,78,False,False
156,interactive,2,3,POPUP-COMPLAINT,258563,512,353,93.0,316.5,171033,79,False,False
157,interactive,2,3,POPUP-COMPLAINT,258563,512,353,57.0,302.49999999999994,171034,80,False,False
158,interactive,2,3,PROFILE/RETURS,258565,1920,1832,476.0000000000007,366.66665649414006,171035,81,False,False
159,interactive,2,3,PROFILE/PURCHASES,258568,1920,1832,641.0000000000007,527.6666564941402,171036,82,False,False
160,interactive,2,3,PROFILE/PURCHASES,258568,1920,1832,785.0000000000007,363.66665649414176,171037,83,False,False
161,interactive,2,3,PROFILE/PURCHASES,258568,1920,1832,806.0000000000007,350.666656494141,171038,84,False,True
162,interactive,2,3,PROFILE/RETURS,258565,1920,1832,1515.0,432.6666564941412,171039,85,False,True
163,interactive,2,3,POPUP-COMPLAINT,258563,512,353,52.0,254.5000000000001,171040,86,False,False
164,interactive,2,3,POPUP-COMPLAINT,258563,512,353,445.0,264.50000000000017,171041,87,False,False
165,interactive,2,3,POPUP-COMPLAINT,258563,512,353,406.0,299.5,171042,88,False,True
249,interactive,3,1,BEGIN-1,258556,420,180,225.50000000000003,115.99999999999991,170992,89,True,False
250,interactive,3,1,BEGIN-1,258556,420,180,225.50000000000003,115.99999999999991,170993,90,False,True
251,interactive,3,1,HOME,258588,1920,2702,474.6666666666663,167.6666666666659,170994,91,True,True
252,interactive,3,1,TSHIRTS,258584,1920,3370,404.0000000000006,1432.606079101564,170995,92,True,False
253,interactive,3,1,TSHIRTS,258584,1920,3370,336.0,1490.3332112630208,170996,93,False,False
254,interactive,3,1,TSHIRTS,258584,1920,3370,1594.6666666666656,1331.2731119791672,170997,94,False,False
255,interactive,3,1,TSHIRTS,258584,1920,3370,773.3333333333338,1537.0002441406257,170998,95,False,True
256,interactive,3,1,TSHIRT,258582,1920,2428,1560.0,716.6063232421867,170999,96,True,False
257,interactive,3,1,TSHIRT,258582,1920,2428,1140.0,848.6063232421872,171000,97,False,False
258,interactive,3,1,TSHIRT,258582,1920,2428,1557.333333333333,719.2729899088532,171001,98,False,True
259,interactive,3,2,BEGIN-2,258558,420,180,238.50000000000003,108.0,171043,99,True,False
260,interactive,3,2,BEGIN-2,258558,420,180,238.50000000000003,108.0,171044,100,False,True
261,interactive,3,2,HOME,258588,1920,2702,1610.1929728190094,81.00000000000041,171045,101,True,False
262,interactive,3,2,WISHLIST,258575,1920,1832,1164.0,525.9485677083325,171046,102,True,False
263,interactive,3,2,WISHLIST,258575,1920,1832,1157.3333333333337,523.2819010416665,171047,103,False,False
264,interactive,3,2,WISHLIST,258575,1920,1832,1157.3333333333337,523.2819010416665,171048,104,False,False
265,interactive,3,2,WISHLIST,258575,1920,1832,408.0,446.33333333333326,171049,105,False,False
266,interactive,3,2,TSHIRT,258582,1920,2428,1141.3333333333326,844.6062011718748,171050,106,True,False
267,interactive,3,2,TSHIRT,258582,1920,2428,1130.666666666667,993.9395345052072,171051,107,False,False
268,interactive,3,2,TSHIRT,258582,1920,2428,1130.666666666667,993.9395345052072,171052,108,False,False
269,interactive,3,2,TSHIRT,258582,1920,2428,1654.192972848812,82.33333333333358,171053,109,False,False
270,interactive,3,2,CART,258574,1920,1832,1601.333333333334,343.5637766520175,171054,110,True,False
271,interactive,3,2,CART,258574,1920,1832,1492.859639485678,82.33333333333455,171055,111,False,False
272,interactive,3,2,LOGIN,258581,1920,1860,901.3333333333344,410.33333333333377,171056,112,True,False
273,interactive,3,2,LOGIN,258581,1920,1860,893.3333333333338,480.99999999999926,171057,113,False,False
274,interactive,3,2,LOGIN,258581,1920,1860,1077.333333333333,550.3333333333336,171058,114,False,True
275,interactive,3,2,HOME,258588,1920,2702,1653.3333333333333,83.66666666666708,171059,115,False,True
276,interactive,3,2,CART,258574,1920,1832,1605.333333333335,85.00000000000048,171060,116,False,False
277,interactive,3,2,WISHLIST,258575,1920,1832,471.9999999999993,149.00000000000065,171061,117,False,True
278,interactive,3,2,TSHIRTS,258584,1920,3370,322.66666666666555,1493.000244140624,171062,118,True,False
279,interactive,3,2,TSHIRTS,258584,1920,3370,1594.6666666666656,1325.939778645833,171063,119,False,False
280,interactive,3,2,TSHIRTS,258584,1920,3370,761.3333333333337,1535.6669108072913,171064,120,False,True
281,interactive,3,2,TSHIRT,258582,1920,2428,1131.999999999999,992.606140136718,171065,121,False,False
282,interactive,3,2,TSHIRT,258582,1920,2428,1649.3333333333337,87.66666666666647,171066,122,False,True
283,interactive,3,2,CART,258574,1920,1832,1568.000000000001,355.5638224283841,171067,123,False,True
284,interactive,3,2,BILLING,258572,1920,1832,915.9999999999994,614.3332926432282,171068,124,True,False
285,interactive,3,2,BILLING,258572,1920,1832,759.9999999999993,796.9999593098973,171069,125,False,False
286,interactive,3,2,BILLING,258572,1920,1832,1020.0,794.3332926432278,171070,126,False,False
287,interactive,3,2,BILLING,258572,1920,1832,942.6666666666662,859.6666259765618,171071,127,False,False
288,interactive,3,2,BILLING,258572,1920,1832,672.0,996.9999593098958,171072,128,False,False
289,interactive,3,2,BILLING,258572,1920,1832,1310.666666666667,1090.3332926432283,171073,129,False,True
290,interactive,3,2,PAYMENT,258571,1920,1832,675.9999999999994,431.6666666666662,171074,130,True,False
291,interactive,3,2,PAYMENT,258571,1920,1832,790.6666666666674,461.00000000000034,171075,131,False,False
292,interactive,3,2,PAYMENT,258571,1920,1832,790.6666666666674,493.0000000000004,171076,132,False,False
293,interactive,3,2,PAYMENT,258571,1920,1832,786.6666666666662,570.3333333333338,171077,133,False,False
294,interactive,3,2,PAYMENT,258571,1920,1832,1110.6666666666663,553.0000000000009,171078,134,False,False
295,interactive,3,2,PAYMENT,258571,1920,1832,1256.000000000001,563.6666666666664,171079,135,False,True
296,interactive,3,2,SUMMARY,258573,1920,1832,1611.999999999999,822.3332824707037,171080,136,True,True
297,interactive,3,3,BEGIN-3,258557,420,180,205.4999999999999,120.00000000000006,171081,137,True,False
298,interactive,3,3,BEGIN-3,258557,420,180,205.4999999999999,120.00000000000006,171082,138,False,True
299,interactive,3,3,HOME,258588,1920,2702,1488.8596394856768,85.00000000000026,171083,139,True,False
300,interactive,3,3,LOGIN,258581,1920,1860,978.6666666666662,411.6666666666668,171084,140,True,False
301,interactive,3,3,LOGIN,258581,1920,1860,969.333333333333,487.66666666666765,171085,141,False,False
302,interactive,3,3,LOGIN,258581,1920,1860,1073.3333333333337,537.0000000000003,171086,142,False,False
303,interactive,3,3,LOGIN,258581,1920,1860,1094.666666666665,558.3333333333331,171087,143,False,True
304,interactive,3,3,HOME,258588,1920,2702,1002.6666666666664,2406.6061197916656,171088,144,False,False
305,interactive,3,3,HOME,258588,1920,2702,1002.6666666666664,2406.6061197916656,171089,145,False,False
306,interactive,3,3,HOME,258588,1920,2702,1020.0,2413.272786458332,171090,146,False,False
307,interactive,3,3,HOME,258588,1920,2702,1020.0,2413.272786458332,171091,147,False,False
308,interactive,3,3,HOME,258588,1920,2702,1020.0,2413.272786458332,171092,148,False,False
309,interactive,3,3,HOME,258588,1920,2702,1020.0,2413.272786458332,171093,149,False,False
310,interactive,3,3,HOME,258588,1920,2702,1020.0,2413.272786458332,171094,150,False,False
311,interactive,3,3,HOME,258588,1920,2702,1020.0,2413.272786458332,171095,151,False,False
312,interactive,3,3,HOME,258588,1920,2702,1021.3333333333344,2410.6061197916656,171096,152,False,False
313,interactive,3,3,HOME,258588,1920,2702,1553.3333333333337,91.66666666666676,171097,153,False,True
314,interactive,3,3,PROFILE/OVERVIEW,258569,1920,1832,480.0,370.3333333333336,171098,154,True,False
315,interactive,3,3,PROFILE/PURCHASES,258568,1920,1832,818.6666666666669,537.0000012715653,171099,155,True,False
316,interactive,3,3,TSHIRT,258582,1920,2428,1553.3333333333337,79.66666666666714,171100,156,True,True
317,interactive,3,3,PROFILE/OVERVIEW,258569,1920,1832,841.3333333333344,357.00000127156585,171101,157,False,True
318,interactive,3,3,PROFILE/RETURS,258565,1920,1832,1582.6666666666656,430.3333346048978,171102,158,True,False
319,interactive,3,3,POPUP-COMPLAINT,258563,512,353,133.33333333333556,252.1666564941407,171103,159,True,False
320,interactive,3,3,POPUP-COMPLAINT,258563,512,353,437.33333333333553,257.49998982747627,171104,160,False,False
321,interactive,3,3,POPUP-COMPLAINT,258563,512,353,57.33333333333555,296.16665649414045,171105,161,False,False
322,interactive,3,3,PROFILE/RETURS,258565,1920,1832,441.3333333333331,359.6666679382318,171106,162,False,False
323,interactive,3,3,PROFILE/PURCHASES,258568,1920,1832,648.0,535.6666679382316,171107,163,False,False
324,interactive,3,3,PROFILE/PURCHASES,258568,1920,1832,806.6666666666669,339.6666679382329,171108,164,False,False
325,interactive,3,3,PROFILE/PURCHASES,258568,1920,1832,818.6666666666669,353.0000012715662,171109,165,False,True
326,interactive,3,3,PROFILE/RETURS,258565,1920,1832,1549.3333333333344,454.33333460489825,171110,166,False,False
327,interactive,3,3,POPUP-COMPLAINT,258563,512,353,430.66666666666447,244.16665649414057,171111,167,False,False
328,interactive,3,3,POPUP-COMPLAINT,258563,512,353,394.66666666666447,290.83332316080487,171112,168,False,True
329,interactive,3,3,PROFILE/RETURS,258565,1920,1832,849.333333333333,542.3333282470695,171113,169,False,True
420,interactive,4,1,BEGIN-1,258556,420,180,189.49999999999991,111.99999999999996,171002,170,True,False
421,interactive,4,1,BEGIN-1,258556,420,180,189.49999999999991,111.99999999999996,171003,171,False,True
422,interactive,4,1,HOME,258588,1920,2702,467.4999999999994,159.7499999999995,171004,172,True,True
423,interactive,4,1,TSHIRTS,258584,1920,3370,390.0,1444.356201171874,171005,173,True,False
424,interactive,4,1,TSHIRTS,258584,1920,3370,320.0000000000006,1485.9999999999984,171006,174,False,False
425,interactive,4,1,TSHIRTS,258584,1920,3370,1547.4999999999995,1330.6062011718743,171007,175,False,False
426,interactive,4,1,TSHIRTS,258584,1920,3370,786.2499999999993,1649.75,171008,176,False,True
427,interactive,4,1,TSHIRT,258582,1920,2428,1552.5,715.6062011718752,171009,177,True,False
428,interactive,4,1,TSHIRT,258582,1920,2428,1140.0,834.3562011718765,171010,178,False,False
429,interactive,4,1,TSHIRT,258582,1920,2428,1548.75,714.356201171875,171011,179,False,False
430,interactive,4,1,TSHIRT,258582,1920,2428,1162.5,1363.1062011718757,171012,180,False,True
431,interactive,4,2,BEGIN-2,258558,420,180,222.50000000000009,109.00000000000009,171114,181,True,False
432,interactive,4,2,BEGIN-2,258558,420,180,222.50000000000009,109.00000000000009,171115,182,False,True
433,interactive,4,2,HOME,258588,1920,2702,1609.526306152343,83.49999999999957,171116,183,True,False
434,interactive,4,2,WISHLIST,258575,1920,1832,1157.4999999999995,523.3652343749992,171117,184,True,False
435,interactive,4,2,WISHLIST,258575,1920,1832,1653.2763061821463,78.50000000000001,171118,185,False,False
436,interactive,4,2,CART,258574,1920,1832,1532.4999999999995,333.23046874999926,171119,186,True,False
437,interactive,4,2,CART,258574,1920,1832,1553.7500000000005,329.48046874999943,171120,187,False,False
438,interactive,4,2,CART,258574,1920,1832,1537.0263061523442,81.00000000000057,171121,188,False,False
439,interactive,4,2,REGISTER,258560,1920,1860,1018.7499999999994,414.75000000000006,171122,189,True,False
440,interactive,4,2,REGISTER,258560,1920,1860,997.5,484.7499999999992,171123,190,False,False
441,interactive,4,2,REGISTER,258560,1920,1860,995.0000000000006,559.7500000000003,171124,191,False,False
442,interactive,4,2,REGISTER,258560,1920,1860,1028.7500000000005,644.7500000000009,171125,192,False,True
443,interactive,4,2,HOME,258588,1920,2702,1605.0,88.50000000000087,171126,193,False,True
444,interactive,4,2,WISHLIST,258575,1920,1832,1655.0000000000005,81.00000000000057,171127,194,False,False
445,interactive,4,2,CART,258574,1920,1832,458.7500000000006,157.25000000000014,171128,195,False,False
446,interactive,4,2,TSHIRTS,258584,1920,3370,305.0000000000006,1492.2500000000011,171129,196,True,False
447,interactive,4,2,TSHIRTS,258584,1920,3370,322.5,1492.2500000000011,171130,197,False,False
448,interactive,4,2,TSHIRTS,258584,1920,3370,1546.2500000000005,1328.1062011718757,171131,198,False,False
449,interactive,4,2,TSHIRTS,258584,1920,3370,768.75,1603.4999999999986,171132,199,False,True
450,interactive,4,2,TSHIRT,258582,1920,2428,1138.7499999999995,839.3562011718749,171133,200,True,False
451,interactive,4,2,TSHIRT,258582,1920,2428,1134.9999999999995,994.3562011718752,171134,201,False,False
452,interactive,4,2,TSHIRT,258582,1920,2428,1122.4999999999986,988.106201171874,171135,202,False,False
453,interactive,4,2,TSHIRT,258582,1920,2428,1553.7499999999986,718.1062011718757,171136,203,False,False
454,interactive,4,2,TSHIRT,258582,1920,2428,1612.5,90.99999999999966,171137,204,False,True
455,interactive,4,2,WISHLIST,258575,1920,1832,1160.0000000000005,520.8652343750005,171138,205,False,False
456,interactive,4,2,WISHLIST,258575,1920,1832,1656.2499999999995,78.50000000000001,171139,206,False,True
457,interactive,4,2,CART,258574,1920,1832,1535.0000000000005,330.7304687500005,171140,207,False,True
458,interactive,4,2,BILLING,258572,1920,1832,798.75,598.4999999999997,171141,208,True,False
459,interactive,4,2,BILLING,258572,1920,1832,733.7499999999993,813.4999999999993,171142,209,False,False
460,interactive,4,2,BILLING,258572,1920,1832,1040.0000000000005,811.0000000000006,171143,210,False,False
461,interactive,4,2,BILLING,258572,1920,1832,992.4999999999994,847.2500000000005,171144,211,False,False
462,interactive,4,2,BILLING,258572,1920,1832,669.9999999999993,994.75,171145,212,False,False
463,interactive,4,2,BILLING,258572,1920,1832,1281.2499999999995,1104.7500000000005,171146,213,False,True
464,interactive,4,2,PAYMENT,258571,1920,1832,639.9999999999993,414.75000000000006,171147,214,True,False
465,interactive,4,2,PAYMENT,258571,1920,1832,643.7499999999993,429.7499999999997,171148,215,False,False
466,interactive,4,2,PAYMENT,258571,1920,1832,812.4999999999993,490.99999999999966,171149,216,False,False
467,interactive,4,2,PAYMENT,258571,1920,1832,815.0000000000007,547.2500000000001,171150,217,False,False
468,interactive,4,2,PAYMENT,258571,1920,1832,1092.5000000000005,562.2499999999998,171151,218,False,False
469,interactive,4,2,PAYMENT,258571,1920,1832,1297.5,566.4999999999993,171152,219,False,True
470,interactive,4,2,SUMMARY,258573,1920,1832,1297.5,698.4999999999995,171153,220,True,False
471,interactive,4,2,SUMMARY,258573,1920,1832,1548.75,814.7500000000006,171154,221,False,True
472,interactive,4,3,BEGIN-3,258557,420,180,213.49999999999983,117.0,171155,222,True,False
473,interactive,4,3,BEGIN-3,258557,420,180,213.49999999999983,117.0,171156,223,False,True
474,interactive,4,3,HOME,258588,1920,2702,1477.0263061523442,78.50000000000097,171157,224,True,False
475,interactive,4,3,LOGIN,258581,1920,1860,1014.9999999999994,438.49999999999994,171158,225,True,False
476,interactive,4,3,LOGIN,258581,1920,1860,996.2499999999994,420.9999999999993,171159,226,False,False
477,interactive,4,3,LOGIN,258581,1920,1860,993.75,472.25000000000085,171160,227,False,False
478,interactive,4,3,LOGIN,258581,1920,1860,1104.9999999999995,553.4999999999994,171161,228,False,True
479,interactive,4,3,HOME,258588,1920,2702,1535.0000000000005,81.00000000000041,171162,229,False,True
480,interactive,4,3,PROFILE/OVERVIEW,258569,1920,1832,749.9999999999981,363.50000000000074,171163,230,True,False
481,interactive,4,3,PROFILE/REFUNDS,258564,1920,1832,813.75,361.0000000000021,171164,231,True,True
482,interactive,4,3,PROFILE/RETURS,258565,1920,1832,1599.9999999999975,453.50000000000233,171165,232,True,False
483,interactive,4,3,POPUP-COMPLAINT,258563,512,353,176.0,256.25000000000017,171166,233,True,False
484,interactive,4,3,POPUP-COMPLAINT,258563,512,353,446.0,251.24999999999997,171167,234,False,False
485,interactive,4,3,POPUP-COMPLAINT,258563,512,353,216.0,166.25000000000017,171168,235,False,False
486,interactive,4,3,POPUP-COMPLAINT,258563,512,353,411.0,244.99999999999983,171169,236,False,False
487,interactive,4,3,POPUP-COMPLAINT,258563,512,353,186.0,250.00000000000003,171170,237,False,False
488,interactive,4,3,POPUP-COMPLAINT,258563,512,353,73.5,320.00000000000006,171171,238,False,False
489,interactive,4,3,PROFILE/RETURS,258565,1920,1832,349.9999999999987,371.0000000000024,171172,239,False,False
490,interactive,4,3,PROFILE/OVERVIEW,258569,1920,1832,459.99999999999744,365.9999999999995,171173,240,False,True
491,interactive,4,3,PROFILE/PURCHASES,258568,1920,1832,648.75,527.2499999999993,171174,241,True,False
492,interactive,4,3,PROFILE/PURCHASES,258568,1920,1832,795.0,352.2499999999991,171175,242,False,False
493,interactive,4,3,PROFILE/PURCHASES,258568,1920,1832,821.25,357.25000000000017,171176,243,False,True
494,interactive,4,3,PROFILE/RETURS,258565,1920,1832,1544.9999999999982,449.75000000000233,171177,244,False,True
495,interactive,4,3,POPUP-COMPLAINT,258563,512,353,501.0,256.25000000000017,171178,245,False,False
496,interactive,4,3,POPUP-COMPLAINT,258563,512,353,441.0,256.25000000000017,171179,246,False,False
497,interactive,4,3,POPUP-COMPLAINT,258563,512,353,423.5,316.25000000000017,171180,247,False,True
632,interactive,5,1,BEGIN-1,258556,420,180,223.49999999999991,104.00000000000004,171181,248,True,False
633,interactive,5,1,BEGIN-1,258556,420,180,223.49999999999991,104.00000000000004,171182,249,False,True
634,interactive,5,1,HOME,258588,1920,2702,474.0,172.9999999999992,171183,250,True,True
635,interactive,5,1,TSHIRTS,258584,1920,3370,1255.0263061523442,84.49999999999972,171184,251,True,False
636,interactive,5,1,SEARCH-POPUP,258583,356,252,197.02630615234384,69.00000000000003,171185,252,True,True
637,interactive,5,1,TSHIRT-PLACEHOLDER,258576,1920,1299,945.0,617.0000000000001,171186,253,True,True
638,interactive,5,1,TSHIRTS,258584,1920,3370,1112.4999999999995,1882.6062011718752,171187,254,False,False
639,interactive,5,1,TSHIRTS,258584,1920,3370,1164.0,3099.000000000001,171188,255,False,True
640,interactive,5,1,TSHIRT,258582,1920,2428,379.5,994.3768310546876,171189,256,True,False
641,interactive,5,1,TSHIRT,258582,1920,2428,1135.5,843.1062011718756,171190,257,False,False
642,interactive,5,1,TSHIRT,258582,1920,2428,1135.5,988.106201171874,171191,258,False,False
643,interactive,5,1,TSHIRT,258582,1920,2428,1557.0,721.1062011718744,171192,259,False,True
644,interactive,5,2,BEGIN-2,258558,420,180,227.5000000000001,113.99999999999996,171193,260,True,False
645,interactive,5,2,BEGIN-2,258558,420,180,227.5000000000001,113.99999999999996,171194,261,False,True
646,interactive,5,2,HOME,258588,1920,2702,1615.0263061523442,80.50000000000088,171195,262,True,True
647,interactive,5,2,WISHLIST,258575,1920,1832,718.5,430.9999999999992,171196,263,True,False
648,interactive,5,2,WISHLIST,258575,1920,1832,1158.0,523.6152343749991,171197,264,False,False
649,interactive,5,2,WISHLIST,258575,1920,1832,466.5,412.9999999999992,171198,265,False,True
650,interactive,5,2,TSHIRT,258582,1920,2428,1105.5,987.1062011718752,171199,266,True,False
651,interactive,5,2,TSHIRT,258582,1920,2428,1120.5,987.1062011718752,171200,267,False,False
652,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,987.1062011718752,171201,268,False,False
653,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,987.1062011718752,171202,269,False,False
654,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,987.1062011718752,171203,270,False,False
655,interactive,5,2,TSHIRT,258582,1920,2428,1140.0,849.1062011718752,171204,271,False,False
656,interactive,5,2,TSHIRT,258582,1920,2428,1156.5,934.606201171876,171205,272,False,False
657,interactive,5,2,TSHIRT,258582,1920,2428,1156.5,934.606201171876,171206,273,False,False
658,interactive,5,2,TSHIRT,258582,1920,2428,1129.5,979.6062011718764,171207,274,False,False
659,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,984.106201171874,171208,275,False,False
660,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,984.106201171874,171209,276,False,False
661,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,984.106201171874,171210,277,False,False
662,interactive,5,2,TSHIRT,258582,1920,2428,1123.5,984.106201171874,171211,278,False,False
